accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	air_temp_regm	altitude	ances_data	antibiotic_regm	biol_stat	biotic_regm	chem_administration	chem_mutagen	climate_environment	collection_method	cult_root_med	depth	elev	fertilizer_regm	fungicide_regm	gaseous_environment	genetic_mod	gravity	growth_facil	growth_habit	growth_hormone_regm	herbicide_regm	host_age	host_common_name	host_disease	host_dry_mass	host_genotype	host_height	host_length	host_life_stage	host_phenotype	host_subspecf_genlin	host_symbiont	host_taxid	host_tot_mass	host_wet_mass	humidity_regm	isolation_source	light_regm	mechanical_damage	mineral_nutr_regm	misc_param	neg_cont_type	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	perturbation	pesticide_regm	ph_regm	plant_growth_med	plant_product	plant_sex	plant_struc	pos_cont_type	radiation_regm	rainfall_regm	rel_to_oxygen	root_cond	root_med_carbon	root_med_macronutr	root_med_micronutr	root_med_ph	root_med_regl	root_med_solid	root_med_suppl	salt_regm	samp_capt_status	samp_collect_device	samp_dis_stage	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	season_environment	size_frac	source_material_id	standing_water_regm	temp	tiss_cult_growth_med	water_temp_regm	watering_regm	description	unique_id	drought	inoculum	fire_freq	species	filename_r1	filename_r2	wilting_scale	bud_number	leaf_number	leaf_length	height	nodule_num	shoot_dm	final_root_dm	seqtab_rows	inoculum_site	inoculum_burn_freq	mean_no3	mean_nh4	mean_p	mean_k	mean_so4_s	mean_b	mean_om	mean_ph	mean_ec	mean_zn	mean_mn	mean_cu	mean_fe	mean_ca	mean_mg	mean_na	mean_tkn	mean_c_n_ratio	mean_sand	mean_silt	mean_clay	other_frompreviouscolumn
SAMN39447276	Successfully loaded	R-215_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q215	D	0Burn_W2	0	GrandFir	R-215_S141_L001_R1_001.fastq.gz	R-215_S141_L001_R2_001.fastq.gz	1	6	93	1.6	5.4	NA	0.2693	0.3767	R-215	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447277	Successfully loaded	R-216_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q216	ND	0Burn_W2	0	Snowbrush	R-216_S8_L001_R1_001.fastq.gz	R-216_S8_L001_R2_001.fastq.gz	1	0	23	3	4.5	7	0.7712	1.971	R-216	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447278	Successfully loaded	R-217_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q217	D	1Burn_W4	1	GrandFir	R-217_S153_L001_R1_001.fastq.gz	R-217_S153_L001_R2_001.fastq.gz	1	1	42	1.8	7.5	NA	0.1829	0.2451	R-217	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447279	Successfully loaded	R-218_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q218	D	3Burn_W5	3	GrandFir	R-218_S165_L001_R1_001.fastq.gz	R-218_S165_L001_R2_001.fastq.gz	1	8	34	3.2	8.4	NA	0.3092	0.5895	R-218	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447280	Successfully loaded	R-219_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q219	ND	1Burn_W3	1	GrandFir	R-219_S177_L001_R1_001.fastq.gz	R-219_S177_L001_R2_001.fastq.gz	1	1	6	0.8	5.3	NA	0.0723	0.1012	R-219	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447281	Successfully loaded	R-220_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q220	ND	3Burn_W6	3	Snowbrush	R-220_S20_L001_R1_001.fastq.gz	R-220_S20_L001_R2_001.fastq.gz	1	0	11	1.3	4	38	0.1798	0.4911	R-220	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447282	Successfully loaded	R-221_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q221	D	3Burn_W5	3	Snowbrush	R-221_S32_L001_R1_001.fastq.gz	R-221_S32_L001_R2_001.fastq.gz	1	0	18	2.2	5	15	0.2367	0.4695	R-221	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447283	Successfully loaded	R-222_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q222	D	Sterile	NA	GrandFir	R-222_S189_L001_R1_001.fastq.gz	R-222_S189_L001_R2_001.fastq.gz	1	4	32	1.9	5.6	NA	0.1349	0.2872	R-222	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447284	Successfully loaded	R-223_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q223	ND	1Burn_W4	1	GrandFir	R-223_S106_L001_R1_001.fastq.gz	R-223_S106_L001_R2_001.fastq.gz	1	5	35	2.7	6.3	NA	0.2536	0.6848	R-223	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447285	Successfully loaded	R-224_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q224	ND	Sterile	NA	GrandFir	R-224_S118_L001_R1_001.fastq.gz	R-224_S118_L001_R2_001.fastq.gz	1	6	37	1.9	5.4	NA	0.1596	0.2996	R-224	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447286	Successfully loaded	R-281_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q281	ND	3Burn_W5	3	Snowbrush	R-281_S56_L001_R1_001.fastq.gz	R-281_S56_L001_R2_001.fastq.gz	1	0	20	3	4.9	13	0.6449	1.4487	R-281	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447287	Successfully loaded	R-282_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q282	ND	1Burn_W3	1	GrandFir	R-282_S130_L001_R1_001.fastq.gz	R-282_S130_L001_R2_001.fastq.gz	1	1	3	0.8	4	NA	0.0423	0.1546	R-282	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447288	Successfully loaded	R-283_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q283	ND	0Burn_W1	0	Snowbrush	R-283_S68_L001_R1_001.fastq.gz	R-283_S68_L001_R2_001.fastq.gz	1	0	22	2.6	6.5	1	0.4625	1.0323	R-283	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447289	Successfully loaded	R-284_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q284	D	3Burn_W5	3	Snowbrush	R-284_S80_L001_R1_001.fastq.gz	R-284_S80_L001_R2_001.fastq.gz	6	0	26	2.2	5.5	0	0.5958	0.6693	R-284	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447290	Successfully loaded	R-285_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q285	D	3Burn_W5	3	GrandFir	R-285_S142_L001_R1_001.fastq.gz	R-285_S142_L001_R2_001.fastq.gz	1	2	22	2.1	4	NA	0.1187	0.4256	R-285	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447291	Successfully loaded	R-286_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q286	D	Sterile	NA	GrandFir	R-286_S154_L001_R1_001.fastq.gz	R-286_S154_L001_R2_001.fastq.gz	1	1	21	1	4.5	NA	0.0536	0.1376	R-286	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447292	Successfully loaded	R-287_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q287	D	3Burn_W6	3	GrandFir	R-287_S166_L001_R1_001.fastq.gz	R-287_S166_L001_R2_001.fastq.gz	5	1	3	0.9	4.5	NA	0.03	NA	R-287	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447293	Successfully loaded	R-288_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q288	ND	3Burn_W6	3	GrandFir	R-288_S178_L001_R1_001.fastq.gz	R-288_S178_L001_R2_001.fastq.gz	1	3	21	1.6	5.3	NA	0.0782	0.2193	R-288	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447294	Successfully loaded	R-289_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q289	ND	Sterile	NA	GrandFir	R-289_S190_L001_R1_001.fastq.gz	R-289_S190_L001_R2_001.fastq.gz	1	3	18	1.2	4.9	NA	0.0526	NA	R-289	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447295	Successfully loaded	R-290_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q290	D	0Burn_W1	0	GrandFir	R-290_S107_L001_R1_001.fastq.gz	R-290_S107_L001_R2_001.fastq.gz	1	3	12	0.4	7.7	NA	0.0871	0.2178	R-290	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447296	Successfully loaded	R-291_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q291	ND	1Burn_W4	1	GrandFir	R-291_S119_L001_R1_001.fastq.gz	R-291_S119_L001_R2_001.fastq.gz	1	7	59	3.2	6	NA	0.3612	0.8359	R-291	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447297	Successfully loaded	R-292_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q292	D	0Burn_W1	0	Snowbrush	R-292_S9_L001_R1_001.fastq.gz	R-292_S9_L001_R2_001.fastq.gz	1	0	5	1.2	3.6	0	0.0892	0.1842	R-292	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447298	Successfully loaded	R-293_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q293	D	Sterile	NA	Snowbrush	R-293_S21_L001_R1_001.fastq.gz	R-293_S21_L001_R2_001.fastq.gz	4	0	11	2.3	3.5	0	0.2724	0.49	R-293	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447299	Successfully loaded	R-294_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q294	D	3Burn_W6	3	Snowbrush	R-294_S33_L001_R1_001.fastq.gz	R-294_S33_L001_R2_001.fastq.gz	6	0	11	1.7	4	13	0.2098	0.4927	R-294	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447300	Successfully loaded	R-295_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q295	ND	0Burn_W2	0	Snowbrush	R-295_S45_L001_R1_001.fastq.gz	R-295_S45_L001_R2_001.fastq.gz	1	0	19	2.3	6.8	3	0.4209	0.9091	R-295	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447301	Successfully loaded	R-296_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q296	D	1Burn_W4	1	Snowbrush	R-296_S57_L001_R1_001.fastq.gz	R-296_S57_L001_R2_001.fastq.gz	6	0	19	2	5	0	0.3773	0.5859	R-296	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447302	Successfully loaded	R-297_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q297	D	0Burn_W2	0	Snowbrush	R-297_S69_L001_R1_001.fastq.gz	R-297_S69_L001_R2_001.fastq.gz	1	0	12	2.5	4.6	3	0.3352	0.6385	R-297	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447303	Successfully loaded	R-298_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q298	ND	1Burn_W4	1	Snowbrush	R-298_S81_L001_R1_001.fastq.gz	R-298_S81_L001_R2_001.fastq.gz	1	0	19	2.4	4.5	3	0.4813	1.3599	R-298	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447304	Successfully loaded	R-299_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q299	D	1Burn_W4	1	GrandFir	R-299_S131_L001_R1_001.fastq.gz	R-299_S131_L001_R2_001.fastq.gz	1	3	18	0.6	5.5	NA	0.1179	0.1643	R-299	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447305	Successfully loaded	R-300_16S			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q300	ND	3Burn_W5	3	GrandFir	R-300_S143_L001_R1_001.fastq.gz	R-300_S143_L001_R2_001.fastq.gz	1	5	20	1.3	5.8	NA	0.1058	0.1709	R-300	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
